lat,long
23.067977,120.409835
23.005275,120.205207
23.311878,120.26259
22.970169,120.293738
23.002633,120.159529
23.320846,120.265597
23.026981,120.197855
22.981812,120.25747
22.972067,120.253299
22.934692,120.226082
22.934627,120.22606
22.934692,120.226082
22.934701,120.226076
22.934657,120.226039
22.992728,120.152471
22.951927,120.285885
23.224271,120.346835
23.015916,120.232036
23.038645,120.214882
23.038645,120.214882
23.038645,120.214882
23.326124,120.404511
23.132715,120.30018
22.904088,120.273943
23.03599,120.237154
23.0368,120.240104
23.097707,120.275903
23.098464,120.358234
22.96965,120.203574
22.957842,120.173076
23.00269,120.21846
22.997218,120.202424
23.00155,120.160906
22.934543,120.226434
22.933318,120.223209
23.089307,120.372374
23.033354,120.288106
23.033359,120.288125
23.033349,120.28812
22.962749,120.327667
23.038572,120.479638
23.182015,120.516395
22.990735,120.233097
22.990735,120.233097
22.990735,120.233097
22.990735,120.233097
23.290221,120.151713
23.142825,120.334902
23.090394,120.329137
23.173168,120.179117
23.184577,120.268359
22.984935,120.221943
23.192828,120.316281
22.989972,120.185848
23.311064,120.315636
22.974722,120.221585
22.995889,120.253934
23.145361,120.144496
22.995876,120.192395
22.971232,120.225502
23.316133,120.315287
23.137222,120.288828
23.129245,120.144496
23.007152,120.390496
22.994224,120.205988
23.122445,120.418478
23.042615,120.478965
23.195696,120.321068
22.987883,120.159255
23.022524,120.253351
23.121674,120.459235
22.995622,120.210045
23.265004,120.12518
23.315322,120.322835
23.276035,120.117066
23.120931,120.249263
22.960662,120.187913
23.042615,120.478965
23.307466,120.317153
23.182645,120.248478
23.162306,120.176793
23.115575,120.280895
23.352012,120.415777
23.000115,120.210838
22.972227,120.251273
23.367781,120.363133
23.291452,120.318675
23.072437,120.29127
23.201848,120.16326
23.034257,120.305158
22.925956,120.269922
23.106082,120.470326
23.067971,120.29017
23.35572,120.317604
22.982543,120.222188
22.96886,120.230899
22.987322,120.198366
23.108605,120.279465
23.368427,120.30449
22.996744,120.190936
23.281004,120.209471
23.31165,120.312568
22.990554,120.204085
22.988707,120.208071
23.003286,120.160297
22.931648,120.230093
23.123854,120.205191
22.98133,120.222423
23.313276,120.316831
23.315167,120.316345
23.315167,120.316345
23.315167,120.316345
23.184947,120.258445
23.067977,120.409835
23.308316,120.312035
22.963705,120.33202
23.29463,120.386214
22.962733,120.327661
23.022301,120.232157
23.235347,120.264097
23.156409,120.305959
23.267724,120.125445
22.996086,120.253008
22.995877,120.253181
22.996093,120.252951
23.038541,120.310896
23.047232,120.184714
